city,year,weekofyear,station_avg_temp_c,reanalysis_specific_humidity_g_per_kg,station_precip_mm,reanalysis_dew_point_temp_k,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,total_cases
sj,2022,35,35.17,9.18,54.46,306.32,0.566,0.676,0.109,0.479,28
sj,2022,36,27.76,4.83,44.21,298.91,0.452,0.636,0.44,0.205,17
sj,2022,37,24.86,8.47,45.82,296.01,0.21,0.774,0.463,0.151,28
sj,2022,38,23.9,8.7,50.38,295.05,0.785,0.451,0.418,0.627,25
sj,2022,39,28.42,6.91,22.63,299.57,0.393,0.697,0.699,0.169,22
sj,2022,40,27.29,7.59,29.3,298.44,0.536,0.349,0.652,0.264,23
sj,2022,41,24.19,8.67,53.44,295.34,0.189,0.707,0.516,0.189,25
sj,2022,42,24.45,7.75,60.59,295.6,0.174,0.454,0.67,0.755,27
sj,2022,43,29.94,8.02,0.0,301.09,0.694,0.445,0.43,0.443,25
sj,2022,44,28.84,8.29,6.19,299.99,0.444,0.501,0.267,0.656,17
sj,2022,45,21.73,7.83,34.69,292.88,0.764,0.314,0.218,0.422,19
sj,2022,46,29.46,6.05,0.0,300.61,0.413,0.776,0.364,0.281,23
sj,2022,47,27.21,6.4,25.22,298.36,0.597,0.115,0.393,0.643,24
sj,2022,48,30.27,6.09,53.19,301.42,0.137,0.697,0.239,0.712,18
sj,2022,49,31.96,7.13,52.55,303.11,0.189,0.225,0.445,0.157,22
sj,2022,50,27.81,8.24,41.69,298.96,0.289,0.592,0.561,0.792,27
sj,2022,51,30.61,6.81,51.76,301.76,0.457,0.31,0.206,0.299,26
sj,2022,52,32.05,7.35,23.87,303.2,0.113,0.172,0.387,0.753,23
sj,2023,1,31.5,8.53,0.0,302.65,0.176,0.713,0.648,0.218,20
sj,2023,2,20.13,10.55,50.62,291.28,0.506,0.478,0.135,0.144,24
sj,2023,3,30.61,8.95,42.61,301.76,0.208,0.311,0.274,0.361,24
sj,2023,4,27.77,6.32,43.82,298.92,0.139,0.2,0.137,0.538,21
sj,2023,5,37.23,9.36,15.11,308.38,0.238,0.323,0.515,0.247,27
sj,2023,6,25.96,8.97,59.88,297.11,0.648,0.756,0.584,0.209,31
sj,2023,7,29.9,7.53,24.56,301.05,0.744,0.555,0.163,0.763,30
sj,2023,8,25.53,6.78,28.61,296.68,0.448,0.186,0.381,0.345,20
sj,2023,9,30.01,8.6,32.16,301.16,0.361,0.206,0.659,0.595,19
sj,2023,10,26.51,6.85,45.36,297.66,0.185,0.79,0.646,0.373,17
sj,2023,11,30.48,8.16,14.56,301.63,0.365,0.69,0.551,0.556,24
sj,2023,12,32.99,8.31,51.75,304.14,0.217,0.658,0.604,0.16,32
sj,2023,13,24.13,7.86,61.93,295.28,0.534,0.564,0.685,0.251,12
sj,2023,14,28.01,9.23,59.65,299.16,0.345,0.75,0.146,0.485,18
sj,2023,15,33.24,9.04,25.2,304.39,0.691,0.236,0.679,0.494,18
sj,2023,16,30.37,8.97,46.54,301.52,0.707,0.402,0.777,0.417,18
sj,2023,17,27.04,6.97,37.53,298.19,0.708,0.717,0.345,0.158,23
sj,2023,18,25.18,9.12,34.11,296.33,0.44,0.645,0.368,0.41,30
sj,2023,19,23.58,6.63,67.57,294.73,0.353,0.467,0.57,0.289,22
sj,2023,20,28.86,7.85,51.3,300.01,0.553,0.121,0.533,0.457,32
sj,2023,21,21.7,8.68,37.7,292.85,0.427,0.137,0.126,0.602,24
sj,2023,22,30.13,11.11,56.16,301.28,0.218,0.233,0.422,0.3,23
sj,2023,23,30.2,6.73,60.97,301.35,0.392,0.151,0.292,0.786,26
sj,2023,24,32.79,8.73,40.18,303.94,0.126,0.498,0.745,0.778,24
sj,2023,25,21.69,10.04,43.11,292.84,0.145,0.426,0.268,0.429,25
sj,2023,26,34.83,6.77,19.36,305.98,0.453,0.681,0.565,0.337,20
sj,2023,27,30.19,8.54,54.31,301.34,0.119,0.273,0.422,0.54,37
sj,2023,28,32.87,8.38,49.98,304.02,0.162,0.39,0.625,0.585,17
sj,2023,29,21.78,7.98,62.44,292.93,0.579,0.718,0.242,0.711,21
sj,2023,30,24.35,6.88,54.19,295.5,0.133,0.347,0.7,0.377,21
sj,2023,31,26.99,6.66,54.87,298.14,0.633,0.454,0.792,0.426,21
sj,2023,32,24.46,7.78,52.19,295.61,0.605,0.759,0.717,0.461,14
sj,2023,33,29.0,9.48,20.13,300.15,0.188,0.471,0.288,0.115,24
sj,2023,34,30.87,10.32,39.66,302.02,0.145,0.486,0.689,0.798,29
sj,2023,35,22.54,7.29,12.16,293.69,0.129,0.343,0.286,0.58,28
sj,2023,36,25.7,8.07,60.58,296.85,0.553,0.778,0.6,0.747,26
sj,2023,37,24.91,8.05,18.53,296.06,0.515,0.438,0.536,0.107,21
sj,2023,38,27.88,6.6,37.32,299.03,0.397,0.6,0.523,0.309,24
sj,2023,39,23.86,7.56,34.85,295.01,0.255,0.646,0.241,0.156,21
sj,2023,40,27.18,7.99,42.99,298.33,0.698,0.578,0.137,0.648,23
sj,2023,41,29.18,8.45,8.36,300.33,0.692,0.609,0.787,0.209,22
sj,2023,42,25.92,7.34,28.52,297.07,0.147,0.799,0.117,0.685,24
sj,2023,43,31.1,7.59,58.16,302.25,0.748,0.106,0.153,0.275,25
sj,2023,44,30.24,8.33,85.52,301.39,0.232,0.663,0.777,0.288,22
sj,2023,45,25.39,7.99,42.75,296.54,0.201,0.409,0.334,0.465,37
sj,2023,46,27.72,8.02,55.89,298.87,0.356,0.137,0.628,0.769,28
sj,2023,47,25.7,6.87,46.2,296.85,0.208,0.349,0.588,0.492,15
sj,2023,48,24.1,6.15,37.5,295.25,0.155,0.717,0.155,0.595,20
sj,2023,49,27.4,8.37,60.81,298.55,0.717,0.759,0.618,0.161,14
sj,2023,50,25.25,9.73,27.29,296.4,0.234,0.653,0.418,0.311,23
sj,2023,51,31.09,7.66,23.07,302.24,0.182,0.276,0.745,0.507,27
sj,2023,52,35.15,8.83,63.2,306.3,0.466,0.182,0.19,0.476,25
iq,2010,1,25.47,8.4,47.21,296.62,0.273,0.125,0.171,0.61,25
iq,2010,2,24.46,6.8,75.7,295.61,0.179,0.384,0.44,0.479,22
iq,2010,3,24.71,8.42,52.0,295.86,0.489,0.59,0.388,0.197,28
iq,2010,4,26.92,10.07,12.04,298.07,0.735,0.511,0.16,0.415,29
iq,2010,5,28.25,8.65,59.44,299.4,0.287,0.387,0.729,0.727,25
iq,2010,6,28.46,8.42,20.68,299.61,0.268,0.393,0.276,0.324,20
iq,2010,7,24.76,7.26,7.46,295.91,0.343,0.623,0.725,0.63,30
iq,2010,8,29.57,7.18,61.84,300.72,0.272,0.144,0.192,0.701,21
iq,2010,9,21.99,8.72,65.82,293.14,0.559,0.263,0.705,0.317,36
iq,2010,10,21.59,6.74,24.48,292.74,0.653,0.252,0.574,0.662,19
iq,2010,11,30.86,8.42,15.66,302.01,0.666,0.306,0.5,0.622,30
iq,2010,12,21.51,7.08,66.45,292.66,0.751,0.482,0.563,0.732,21
iq,2010,13,25.37,7.69,57.16,296.52,0.7,0.391,0.163,0.406,25
iq,2010,14,23.72,7.02,34.55,294.87,0.517,0.163,0.336,0.163,27
iq,2010,15,21.47,7.78,36.13,292.62,0.213,0.494,0.761,0.103,23
iq,2010,16,29.25,8.21,43.97,300.4,0.575,0.152,0.795,0.386,24
iq,2010,17,27.43,6.25,29.22,298.58,0.101,0.415,0.686,0.501,19
iq,2010,18,23.68,7.5,29.75,294.83,0.655,0.734,0.783,0.263,17
iq,2010,19,24.96,8.77,18.92,296.11,0.401,0.301,0.616,0.417,24
iq,2010,20,25.18,5.8,0.02,296.33,0.61,0.712,0.757,0.664,18
iq,2010,21,26.5,9.16,29.21,297.65,0.379,0.322,0.427,0.3,28
iq,2010,22,25.86,8.11,41.24,297.01,0.14,0.177,0.254,0.425,18
iq,2010,23,30.09,7.7,30.22,301.24,0.334,0.322,0.642,0.136,31
iq,2010,24,22.71,7.93,48.63,293.86,0.438,0.464,0.783,0.776,25
iq,2010,25,27.83,7.44,28.27,298.98,0.573,0.384,0.752,0.162,19
iq,2010,26,28.53,8.02,67.02,299.68,0.212,0.778,0.74,0.217,17
iq,2010,27,22.01,5.82,26.01,293.16,0.259,0.752,0.736,0.647,19
iq,2010,28,21.77,8.8,44.79,292.92,0.15,0.736,0.77,0.154,26
iq,2010,29,20.32,8.31,16.24,291.47,0.505,0.771,0.452,0.158,18
iq,2010,30,21.41,9.15,35.89,292.56,0.235,0.234,0.638,0.286,27
iq,2010,31,23.87,8.64,32.35,295.02,0.76,0.752,0.245,0.351,12
iq,2010,32,26.1,6.81,58.52,297.25,0.751,0.368,0.444,0.727,22
iq,2010,33,23.69,6.23,26.28,294.84,0.126,0.55,0.284,0.137,16
iq,2010,34,28.06,7.39,38.86,299.21,0.391,0.784,0.24,0.251,28
iq,2010,35,23.45,7.46,55.11,294.6,0.531,0.388,0.754,0.134,21
iq,2010,36,26.96,6.59,31.16,298.11,0.382,0.554,0.589,0.547,21
iq,2010,37,24.11,7.72,19.27,295.26,0.763,0.433,0.322,0.636,19
iq,2010,38,20.1,7.98,45.87,291.25,0.571,0.133,0.496,0.634,22
iq,2010,39,24.88,7.5,36.6,296.03,0.413,0.105,0.674,0.352,29
iq,2010,40,31.88,8.45,41.66,303.03,0.472,0.38,0.768,0.549,25
iq,2010,41,23.87,7.62,31.78,295.02,0.562,0.43,0.239,0.521,26
iq,2010,42,25.61,7.35,0.0,296.76,0.624,0.68,0.64,0.127,28
iq,2010,43,26.5,6.62,30.33,297.65,0.401,0.429,0.21,0.122,25
iq,2010,44,25.32,7.86,42.71,296.47,0.567,0.738,0.342,0.535,26
iq,2010,45,27.51,8.63,15.21,298.66,0.473,0.1,0.269,0.246,15
iq,2010,46,28.26,7.39,22.87,299.41,0.453,0.706,0.269,0.155,18
iq,2010,47,29.88,7.25,66.31,301.03,0.772,0.655,0.523,0.445,25
iq,2010,48,22.83,7.65,15.35,293.98,0.51,0.511,0.412,0.685,25
iq,2010,49,24.9,6.33,80.72,296.05,0.649,0.376,0.552,0.205,25
iq,2010,50,25.48,8.64,38.73,296.63,0.715,0.469,0.751,0.439,15
iq,2010,51,22.86,7.97,27.51,294.01,0.73,0.738,0.76,0.464,24
iq,2010,52,29.26,8.69,45.46,300.41,0.124,0.448,0.208,0.228,19
iq,2011,1,23.06,6.04,26.64,294.21,0.453,0.228,0.502,0.546,20
iq,2011,2,30.93,8.39,63.35,302.08,0.403,0.439,0.554,0.113,22
iq,2011,3,29.56,9.54,28.94,300.71,0.164,0.746,0.582,0.189,23
iq,2011,4,29.37,6.26,48.19,300.52,0.106,0.241,0.771,0.529,21
iq,2011,5,25.44,7.9,35.72,296.59,0.604,0.743,0.386,0.234,27
iq,2011,6,28.7,8.04,53.19,299.85,0.735,0.186,0.474,0.716,33
iq,2011,7,24.47,5.45,36.63,295.62,0.327,0.762,0.298,0.423,17
iq,2011,8,23.18,8.48,74.32,294.33,0.707,0.538,0.568,0.188,23
iq,2011,9,23.78,8.86,43.03,294.93,0.628,0.253,0.41,0.532,24
iq,2011,10,24.98,8.23,55.73,296.13,0.463,0.423,0.32,0.507,20
iq,2011,11,24.18,9.57,68.96,295.33,0.598,0.136,0.702,0.421,29
iq,2011,12,23.37,7.19,60.21,294.52,0.365,0.625,0.168,0.433,21
iq,2011,13,26.02,6.52,30.25,297.17,0.646,0.64,0.26,0.746,13
iq,2011,14,20.81,9.33,89.95,291.96,0.492,0.44,0.453,0.223,25
iq,2011,15,26.54,9.35,47.19,297.69,0.753,0.763,0.358,0.195,22
iq,2011,16,22.98,8.05,28.72,294.13,0.368,0.656,0.419,0.22,13
iq,2011,17,26.21,6.25,46.63,297.36,0.496,0.6,0.756,0.739,16
iq,2011,18,24.8,7.25,37.9,295.95,0.107,0.41,0.132,0.481,24
iq,2011,19,24.97,5.91,59.47,296.12,0.563,0.404,0.674,0.734,22
iq,2011,20,26.26,6.96,57.13,297.41,0.214,0.669,0.697,0.74,24
iq,2011,21,27.35,7.74,51.12,298.5,0.135,0.131,0.604,0.411,13
iq,2011,22,23.7,7.4,31.04,294.85,0.439,0.348,0.324,0.775,14
iq,2011,23,25.57,8.04,60.46,296.72,0.311,0.166,0.631,0.524,22
iq,2011,24,24.12,8.1,46.77,295.27,0.245,0.453,0.481,0.298,17
iq,2011,25,24.85,8.2,39.64,296.0,0.212,0.785,0.211,0.441,17
iq,2011,26,30.17,6.64,36.08,301.32,0.292,0.721,0.128,0.74,17
iq,2011,27,24.44,8.85,40.59,295.59,0.312,0.354,0.146,0.793,25
iq,2011,28,26.32,7.68,52.53,297.47,0.272,0.472,0.438,0.592,22
iq,2011,29,28.09,7.16,46.16,299.24,0.251,0.703,0.76,0.463,16
iq,2011,30,22.3,7.32,49.15,293.45,0.761,0.377,0.586,0.443,31
iq,2011,31,20.76,8.09,7.49,291.91,0.595,0.758,0.331,0.13,7
iq,2011,32,35.29,7.74,50.2,306.44,0.789,0.762,0.238,0.713,22
iq,2011,33,24.77,9.82,63.54,295.92,0.436,0.361,0.445,0.505,26
iq,2011,34,29.31,9.44,44.38,300.46,0.185,0.155,0.469,0.382,21
iq,2011,35,23.56,8.18,15.0,294.71,0.791,0.493,0.581,0.328,19
iq,2011,36,24.21,6.33,37.82,295.36,0.667,0.476,0.295,0.143,20
iq,2011,37,22.69,8.82,43.69,293.84,0.501,0.383,0.355,0.252,20
iq,2011,38,27.08,6.8,10.13,298.23,0.278,0.678,0.44,0.48,9
iq,2011,39,23.24,7.43,44.86,294.39,0.237,0.583,0.373,0.391,19
iq,2011,40,19.33,7.48,33.98,290.48,0.565,0.566,0.3,0.422,16
iq,2011,41,24.3,7.4,26.86,295.45,0.296,0.189,0.547,0.153,17
iq,2011,42,27.08,7.09,65.42,298.23,0.49,0.279,0.556,0.181,18
iq,2011,43,18.79,9.39,53.45,289.94,0.71,0.799,0.525,0.383,15
iq,2011,44,23.79,7.17,0.0,294.94,0.74,0.358,0.361,0.368,17
iq,2011,45,27.35,9.01,8.58,298.5,0.673,0.127,0.71,0.459,28
iq,2011,46,25.79,5.48,36.96,296.94,0.34,0.197,0.408,0.447,25
iq,2011,47,31.01,7.1,50.11,302.16,0.519,0.665,0.177,0.378,23
iq,2011,48,28.39,6.13,52.92,299.54,0.48,0.683,0.188,0.191,16
iq,2011,49,27.93,8.08,4.95,299.08,0.525,0.751,0.686,0.797,17
iq,2011,50,29.54,8.4,20.67,300.69,0.651,0.139,0.359,0.454,19
iq,2011,51,31.02,8.44,64.54,302.17,0.51,0.483,0.548,0.282,18
iq,2011,52,26.0,6.46,49.86,297.15,0.652,0.346,0.383,0.376,25
iq,2012,1,26.41,8.03,25.67,297.56,0.681,0.593,0.762,0.386,26
iq,2012,2,24.66,10.05,23.75,295.81,0.232,0.456,0.47,0.667,34
iq,2012,3,28.55,9.22,46.76,299.7,0.45,0.726,0.744,0.139,22
iq,2012,4,28.06,5.85,48.94,299.21,0.106,0.218,0.507,0.6,18
iq,2012,5,26.72,8.49,20.03,297.87,0.101,0.184,0.474,0.573,30
iq,2012,6,30.77,7.43,24.06,301.92,0.234,0.688,0.607,0.726,23
iq,2012,7,23.01,8.52,57.27,294.16,0.324,0.569,0.232,0.537,24
iq,2012,8,22.66,7.37,21.16,293.81,0.731,0.378,0.272,0.414,17
iq,2012,9,29.42,7.16,38.83,300.57,0.703,0.496,0.21,0.583,25
iq,2012,10,32.54,8.19,37.05,303.69,0.731,0.625,0.442,0.522,29
iq,2012,11,25.05,8.12,61.43,296.2,0.139,0.117,0.415,0.333,16
iq,2012,12,21.1,7.58,50.05,292.25,0.46,0.24,0.324,0.514,16
iq,2012,13,28.46,8.82,59.08,299.61,0.434,0.55,0.127,0.535,31
iq,2012,14,26.01,9.53,13.1,297.16,0.55,0.585,0.71,0.34,18
iq,2012,15,27.02,9.5,41.49,298.17,0.462,0.505,0.625,0.775,29
iq,2012,16,26.15,8.72,32.69,297.3,0.166,0.638,0.623,0.318,35
iq,2012,17,28.6,7.5,51.53,299.75,0.755,0.575,0.39,0.583,16
iq,2012,18,22.16,7.1,13.27,293.31,0.134,0.122,0.488,0.633,26
iq,2012,19,29.66,8.13,38.1,300.81,0.266,0.413,0.151,0.768,22
iq,2012,20,26.79,7.96,54.91,297.94,0.104,0.624,0.732,0.198,24
iq,2012,21,25.51,7.13,41.44,296.66,0.469,0.199,0.101,0.667,25
iq,2012,22,26.7,7.28,28.24,297.85,0.523,0.215,0.615,0.311,22
iq,2012,23,33.01,7.14,50.68,304.16,0.312,0.564,0.211,0.582,20
iq,2012,24,25.38,6.97,56.45,296.53,0.283,0.717,0.724,0.238,18
iq,2012,25,23.71,8.21,70.61,294.86,0.562,0.537,0.298,0.365,19
iq,2012,26,26.91,7.45,77.37,298.06,0.274,0.327,0.334,0.118,24
iq,2012,27,29.27,7.43,40.88,300.42,0.419,0.122,0.715,0.109,28
iq,2012,28,25.95,8.68,51.81,297.1,0.117,0.507,0.484,0.254,22
iq,2012,29,31.68,7.12,24.54,302.83,0.126,0.186,0.79,0.321,18
iq,2012,30,28.17,8.45,36.83,299.32,0.261,0.461,0.277,0.758,19
iq,2012,31,26.43,8.87,14.98,297.58,0.388,0.609,0.416,0.7,14
iq,2012,32,25.51,8.44,22.32,296.66,0.24,0.389,0.244,0.714,22
iq,2012,33,25.53,6.79,71.83,296.68,0.368,0.708,0.498,0.408,27
iq,2012,34,25.82,7.25,48.34,296.97,0.683,0.446,0.183,0.11,28
iq,2012,35,29.25,6.92,26.52,300.4,0.447,0.395,0.387,0.262,26
iq,2012,36,25.1,7.64,28.95,296.25,0.35,0.106,0.687,0.122,16
iq,2012,37,32.88,9.87,16.76,304.03,0.553,0.131,0.138,0.42,33
iq,2012,38,28.95,8.13,30.47,300.1,0.322,0.38,0.205,0.452,16
iq,2012,39,25.2,9.37,63.99,296.35,0.594,0.443,0.28,0.719,24
iq,2012,40,21.72,8.39,56.59,292.87,0.131,0.794,0.191,0.657,19
iq,2012,41,25.45,5.51,35.56,296.6,0.476,0.135,0.102,0.271,24
iq,2012,42,23.73,8.36,35.67,294.88,0.553,0.598,0.225,0.156,17
iq,2012,43,24.19,8.5,50.75,295.34,0.518,0.336,0.284,0.185,26
iq,2012,44,33.91,8.3,32.27,305.06,0.354,0.549,0.731,0.215,14
iq,2012,45,22.99,7.67,68.33,294.14,0.752,0.295,0.765,0.144,26
iq,2012,46,24.2,8.14,41.47,295.35,0.569,0.682,0.205,0.127,27
iq,2012,47,24.91,8.74,38.16,296.06,0.519,0.122,0.292,0.123,17
iq,2012,48,28.73,7.82,15.82,299.88,0.745,0.63,0.612,0.596,22
iq,2012,49,24.22,7.38,19.2,295.37,0.407,0.647,0.649,0.417,24
iq,2012,50,27.52,8.44,16.18,298.67,0.292,0.32,0.182,0.291,25
iq,2012,51,25.34,6.56,59.18,296.49,0.167,0.746,0.498,0.355,27
iq,2012,52,23.57,8.86,38.63,294.72,0.688,0.414,0.546,0.255,23
iq,2013,1,29.3,8.72,86.49,300.45,0.419,0.726,0.449,0.689,24
iq,2013,2,24.84,9.31,30.17,295.99,0.678,0.259,0.467,0.664,16
iq,2013,3,29.95,6.64,31.13,301.1,0.656,0.169,0.29,0.699,20
iq,2013,4,26.42,7.95,21.48,297.57,0.595,0.122,0.709,0.197,21
iq,2013,5,25.57,7.83,40.64,296.72,0.661,0.378,0.335,0.264,22
iq,2013,6,34.34,6.96,12.92,305.49,0.764,0.219,0.776,0.11,26
iq,2013,7,19.77,7.76,82.92,290.92,0.405,0.39,0.613,0.58,15
iq,2013,8,24.46,8.68,67.81,295.61,0.359,0.44,0.32,0.199,33
iq,2013,9,25.22,7.81,62.38,296.37,0.765,0.611,0.136,0.719,29
iq,2013,10,25.48,9.1,47.15,296.63,0.473,0.734,0.158,0.234,24
iq,2013,11,32.17,6.56,29.7,303.32,0.661,0.523,0.239,0.446,22
iq,2013,12,28.53,8.75,1.16,299.68,0.782,0.564,0.386,0.296,22
iq,2013,13,23.29,8.81,42.34,294.44,0.303,0.54,0.183,0.558,16
iq,2013,14,24.9,8.5,50.43,296.05,0.78,0.362,0.577,0.144,30
iq,2013,15,27.32,7.9,3.92,298.47,0.184,0.592,0.551,0.362,22
iq,2013,16,27.47,7.77,17.26,298.62,0.474,0.677,0.172,0.76,17
iq,2013,17,24.35,8.51,23.71,295.5,0.382,0.648,0.774,0.189,29
iq,2013,18,24.11,5.38,10.37,295.26,0.137,0.58,0.405,0.236,11
iq,2013,19,27.52,8.53,2.01,298.67,0.547,0.302,0.265,0.611,21
iq,2013,20,23.7,7.54,0.0,294.85,0.711,0.376,0.335,0.245,21
iq,2013,21,21.48,7.0,16.36,292.63,0.504,0.146,0.234,0.385,24
iq,2013,22,25.5,8.6,15.84,296.65,0.189,0.141,0.314,0.21,26
iq,2013,23,27.59,7.34,40.75,298.74,0.366,0.455,0.494,0.319,21
iq,2013,24,29.11,7.09,35.12,300.26,0.168,0.728,0.345,0.486,24
iq,2013,25,23.34,7.67,54.06,294.49,0.242,0.416,0.658,0.513,34
iq,2013,26,26.32,7.09,59.16,297.47,0.54,0.207,0.597,0.574,26
iq,2013,27,25.8,7.64,64.55,296.95,0.251,0.514,0.739,0.658,17
iq,2013,28,29.2,7.74,65.37,300.35,0.16,0.228,0.631,0.115,27
iq,2013,29,22.33,9.42,71.02,293.48,0.34,0.176,0.149,0.512,29
iq,2013,30,31.08,8.14,0.0,302.23,0.379,0.119,0.335,0.783,24
iq,2013,31,24.89,8.81,62.39,296.04,0.409,0.113,0.152,0.457,25
iq,2013,32,27.74,8.46,70.81,298.89,0.12,0.68,0.652,0.281,31
iq,2013,33,23.15,8.7,29.67,294.3,0.393,0.456,0.434,0.289,17
iq,2013,34,26.25,7.63,8.41,297.4,0.707,0.623,0.7,0.446,16
iq,2013,35,27.19,7.25,34.39,298.34,0.146,0.678,0.188,0.732,15
iq,2013,36,25.68,9.11,53.71,296.83,0.662,0.402,0.65,0.424,31
iq,2013,37,25.93,8.71,69.5,297.08,0.675,0.488,0.226,0.427,23
iq,2013,38,32.43,7.53,43.18,303.58,0.238,0.322,0.297,0.472,30
iq,2013,39,25.14,8.25,34.6,296.29,0.462,0.635,0.413,0.653,14
iq,2013,40,23.36,8.27,35.68,294.51,0.378,0.62,0.507,0.372,16
iq,2013,41,24.49,7.39,4.69,295.64,0.46,0.219,0.564,0.697,28
iq,2013,42,25.82,6.3,23.81,296.97,0.524,0.163,0.771,0.601,21
iq,2013,43,28.05,8.96,15.48,299.2,0.701,0.77,0.449,0.752,34
iq,2013,44,29.27,10.37,11.23,300.42,0.103,0.269,0.457,0.366,23
iq,2013,45,27.1,7.96,26.91,298.25,0.193,0.134,0.643,0.499,12
iq,2013,46,24.23,8.44,8.64,295.38,0.26,0.108,0.191,0.316,23
iq,2013,47,23.72,7.61,47.65,294.87,0.145,0.704,0.773,0.273,15
iq,2013,48,24.81,7.96,18.02,295.96,0.289,0.245,0.558,0.391,30
iq,2013,49,27.66,7.06,62.12,298.81,0.182,0.65,0.571,0.181,24
iq,2013,50,24.36,9.82,14.61,295.51,0.77,0.331,0.774,0.731,30
iq,2013,51,28.5,7.37,57.28,299.65,0.306,0.111,0.254,0.297,10
iq,2013,52,22.24,7.79,47.71,293.39,0.16,0.555,0.558,0.769,25
iq,2014,1,28.81,8.78,40.61,299.96,0.262,0.227,0.667,0.195,19
iq,2014,2,28.15,7.95,40.32,299.3,0.219,0.321,0.397,0.317,24
iq,2014,3,27.42,7.3,35.24,298.57,0.23,0.556,0.599,0.582,24
iq,2014,4,22.61,7.18,63.82,293.76,0.417,0.397,0.21,0.398,21
iq,2014,5,24.76,8.03,69.25,295.91,0.576,0.545,0.737,0.113,22
iq,2014,6,30.3,8.28,0.73,301.45,0.195,0.721,0.43,0.715,24
iq,2014,7,31.23,8.86,51.37,302.38,0.379,0.46,0.662,0.362,31
iq,2014,8,23.58,7.78,19.1,294.73,0.384,0.576,0.147,0.516,29
iq,2014,9,27.84,8.51,56.23,298.99,0.44,0.479,0.743,0.73,26
iq,2014,10,20.87,7.61,8.64,292.02,0.301,0.288,0.703,0.149,11
iq,2014,11,23.14,8.52,29.88,294.29,0.289,0.638,0.72,0.255,21
iq,2014,12,20.18,5.62,46.92,291.33,0.459,0.57,0.693,0.107,21
iq,2014,13,28.46,7.8,45.94,299.61,0.471,0.343,0.464,0.559,31
iq,2014,14,30.95,7.37,39.36,302.1,0.416,0.386,0.581,0.275,23
iq,2014,15,28.62,8.32,56.48,299.77,0.795,0.174,0.263,0.765,23
iq,2014,16,29.61,8.01,41.16,300.76,0.294,0.704,0.298,0.581,22
iq,2014,17,22.7,8.69,38.23,293.85,0.302,0.666,0.66,0.42,20
iq,2014,18,30.62,9.57,34.36,301.77,0.293,0.286,0.475,0.414,31
iq,2014,19,23.41,7.87,21.79,294.56,0.238,0.389,0.259,0.509,24
iq,2014,20,23.49,5.89,11.52,294.64,0.209,0.716,0.404,0.388,19
iq,2014,21,25.99,7.46,79.84,297.14,0.595,0.224,0.277,0.668,33
iq,2014,22,21.51,7.99,36.54,292.66,0.201,0.597,0.474,0.201,19
iq,2014,23,27.16,6.82,58.56,298.31,0.321,0.161,0.256,0.232,14
iq,2014,24,31.61,7.15,88.82,302.76,0.774,0.513,0.43,0.501,28
iq,2014,25,22.64,7.25,40.64,293.79,0.621,0.452,0.147,0.607,12
iq,2014,26,24.15,8.9,23.48,295.3,0.722,0.692,0.468,0.584,31
iq,2014,27,25.97,9.03,61.9,297.12,0.254,0.372,0.706,0.607,20
iq,2014,28,21.95,7.54,13.05,293.1,0.223,0.62,0.276,0.418,15
iq,2014,29,26.56,7.96,25.42,297.71,0.163,0.514,0.52,0.393,21
iq,2014,30,24.1,7.9,60.22,295.25,0.205,0.173,0.187,0.171,40
iq,2014,31,22.27,8.45,25.85,293.42,0.77,0.698,0.261,0.329,18
iq,2014,32,25.88,6.53,58.94,297.03,0.215,0.663,0.654,0.189,22
iq,2014,33,22.51,7.64,22.81,293.66,0.489,0.388,0.763,0.188,16
iq,2014,34,23.94,9.16,61.38,295.09,0.497,0.43,0.447,0.613,17
iq,2014,35,26.77,7.37,48.65,297.92,0.406,0.382,0.196,0.455,19
iq,2014,36,25.8,6.93,24.35,296.95,0.437,0.794,0.581,0.689,25
iq,2014,37,30.34,7.54,31.41,301.49,0.692,0.342,0.558,0.597,16
iq,2014,38,20.62,9.08,3.23,291.77,0.159,0.795,0.189,0.151,24
iq,2014,39,24.9,8.7,13.35,296.05,0.374,0.283,0.34,0.387,27
iq,2014,40,26.28,9.81,93.34,297.43,0.744,0.134,0.501,0.698,27
iq,2014,41,27.5,7.66,43.9,298.65,0.407,0.131,0.744,0.429,25
iq,2014,42,22.8,7.95,78.24,293.95,0.454,0.672,0.703,0.531,29
iq,2014,43,30.68,6.05,13.69,301.83,0.742,0.194,0.57,0.103,27
iq,2014,44,25.17,7.33,14.92,296.32,0.51,0.41,0.124,0.324,17
iq,2014,45,27.76,8.96,58.92,298.91,0.318,0.17,0.291,0.682,30
iq,2014,46,25.98,8.4,55.7,297.13,0.153,0.76,0.356,0.739,15
iq,2014,47,28.12,8.78,72.16,299.27,0.547,0.54,0.488,0.79,32
iq,2014,48,28.62,8.73,33.82,299.77,0.159,0.438,0.46,0.68,26
iq,2014,49,32.15,6.37,28.86,303.3,0.531,0.68,0.21,0.516,22
iq,2014,50,22.53,8.32,12.72,293.68,0.22,0.567,0.527,0.55,18
iq,2014,51,21.29,7.07,0.0,292.44,0.705,0.75,0.312,0.705,14
iq,2014,52,27.38,6.48,55.96,298.53,0.104,0.495,0.337,0.326,19
