city,year,weekofyear,station_avg_temp_c,reanalysis_specific_humidity_g_per_kg,station_precip_mm,reanalysis_dew_point_temp_k,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,total_cases
sj,2012,35,27.42,6.63,36.63,300.49,0.526,0.68,0.371,0.287,31
sj,2012,36,25.51,8.23,51.78,296.2,0.629,0.827,0.824,0.306,24
sj,2012,37,26.2,6.21,41.19,297.39,0.143,0.196,0.293,0.78,20
sj,2012,38,35.38,8.77,41.83,307.71,0.657,0.657,0.776,0.549,25
sj,2012,39,29.68,6.13,44.99,300.85,0.496,0.155,0.832,0.104,25
sj,2012,40,28.97,7.43,26.81,300.75,0.515,0.84,0.835,0.353,21
sj,2012,41,24.79,9.76,34.56,294.65,0.775,0.101,0.272,0.257,14
sj,2012,42,25.96,5.95,73.66,297.18,0.795,0.595,0.248,0.164,33
sj,2012,43,30.64,7.26,31.6,300.57,0.266,0.377,0.422,0.194,20
sj,2012,44,25.08,8.45,25.54,296.0,0.109,0.305,0.146,0.383,24
sj,2012,45,24.5,5.84,58.53,295.56,0.263,0.328,0.497,0.697,19
sj,2012,46,21.73,9.13,16.67,293.35,0.729,0.696,0.256,0.574,22
sj,2012,47,28.52,6.79,52.13,301.81,0.53,0.728,0.677,0.607,18
sj,2012,48,31.62,5.79,29.99,303.81,0.292,0.529,0.147,0.303,23
sj,2012,49,26.46,7.73,71.03,297.17,0.499,0.705,0.772,0.387,24
sj,2012,50,23.76,7.93,38.41,296.11,0.751,0.318,0.848,0.338,19
sj,2012,51,29.8,8.35,29.87,300.91,0.417,0.332,0.608,0.202,18
sj,2012,52,25.12,8.05,71.44,296.57,0.171,0.739,0.643,0.354,24
sj,2013,1,21.33,7.15,71.11,290.61,0.534,0.707,0.658,0.742,29
sj,2013,2,24.21,6.03,7.8,295.77,0.699,0.799,0.413,0.638,14
sj,2013,3,24.89,7.54,52.41,297.12,0.587,0.369,0.104,0.187,18
sj,2013,4,22.96,8.35,0.0,292.53,0.402,0.295,0.344,0.222,20
sj,2013,5,26.61,6.71,71.95,298.25,0.817,0.198,0.763,0.629,24
sj,2013,6,20.0,7.55,72.29,292.44,0.402,0.508,0.13,0.23,20
sj,2013,7,24.38,6.95,4.67,296.08,0.151,0.618,0.637,0.306,14
sj,2013,8,34.07,6.99,38.53,305.79,0.179,0.12,0.339,0.244,19
sj,2013,9,18.78,10.63,20.64,291.42,0.569,0.462,0.735,0.527,15
sj,2013,10,27.75,8.62,0.0,298.82,0.248,0.69,0.551,0.501,21
sj,2013,11,16.89,8.21,26.65,287.12,0.781,0.634,0.138,0.763,21
sj,2013,12,25.65,6.67,19.12,297.64,0.572,0.785,0.368,0.745,27
sj,2013,13,30.96,5.93,33.87,301.94,0.593,0.559,0.655,0.639,14
sj,2013,14,25.45,8.0,43.62,297.18,0.188,0.531,0.24,0.376,17
sj,2013,15,25.54,7.73,6.38,296.33,0.159,0.781,0.582,0.442,19
sj,2013,16,22.79,6.57,21.55,293.96,0.396,0.39,0.31,0.402,20
sj,2013,17,23.77,11.45,45.53,293.54,0.345,0.136,0.128,0.395,28
sj,2013,18,28.27,8.67,45.87,298.97,0.42,0.259,0.764,0.371,24
sj,2013,19,27.01,7.66,3.72,298.07,0.776,0.51,0.314,0.758,10
sj,2013,20,26.67,5.86,79.77,297.68,0.198,0.128,0.218,0.815,22
sj,2013,21,25.57,8.24,36.84,296.53,0.592,0.459,0.678,0.773,25
sj,2013,22,28.84,6.41,20.69,299.46,0.794,0.324,0.73,0.502,26
sj,2013,23,25.25,6.29,55.82,297.24,0.363,0.367,0.384,0.809,11
sj,2013,24,29.06,6.67,36.0,299.91,0.268,0.296,0.111,0.262,28
sj,2013,25,22.5,8.28,33.36,294.23,0.487,0.507,0.11,0.82,20
sj,2013,26,29.67,7.09,61.56,299.7,0.546,0.594,0.727,0.255,29
sj,2013,27,24.84,8.82,11.45,296.41,0.472,0.662,0.24,0.844,14
sj,2013,28,23.99,6.34,23.15,294.18,0.201,0.107,0.426,0.167,17
sj,2013,29,21.84,7.59,64.58,294.12,0.216,0.136,0.59,0.582,17
sj,2013,30,28.46,9.73,46.79,300.18,0.552,0.817,0.504,0.648,26
sj,2013,31,24.99,6.61,63.81,295.19,0.78,0.815,0.103,0.26,22
sj,2013,32,30.2,9.63,13.73,301.16,0.491,0.46,0.306,0.418,29
sj,2013,33,26.29,7.7,20.03,296.88,0.298,0.115,0.221,0.116,24
sj,2013,34,24.88,6.47,75.73,296.05,0.596,0.118,0.476,0.649,16
sj,2013,35,24.89,4.43,6.8,297.5,0.566,0.538,0.552,0.509,22
sj,2013,36,35.98,7.06,84.32,306.97,0.144,0.364,0.447,0.225,20
sj,2013,37,28.67,7.26,36.31,300.37,0.183,0.165,0.393,0.134,21
sj,2013,38,26.23,7.74,9.14,297.53,0.586,0.832,0.513,0.329,20
sj,2013,39,30.94,7.45,36.98,301.65,0.324,0.266,0.612,0.79,19
sj,2013,40,22.5,7.25,16.85,292.58,0.19,0.43,0.322,0.763,11
sj,2013,41,25.64,6.02,32.3,296.04,0.114,0.375,0.294,0.735,15
sj,2013,42,22.94,7.52,39.6,295.64,0.563,0.43,0.378,0.779,16
sj,2013,43,24.12,8.61,0.0,293.95,0.484,0.53,0.773,0.839,23
sj,2013,44,28.2,7.74,40.17,297.9,0.601,0.411,0.402,0.707,18
sj,2013,45,31.78,8.4,10.48,300.74,0.18,0.204,0.413,0.141,32
sj,2013,46,28.1,6.16,32.26,300.34,0.765,0.533,0.187,0.102,22
sj,2013,47,24.69,7.91,71.74,295.27,0.621,0.29,0.148,0.389,18
sj,2013,48,26.48,8.03,24.99,298.47,0.671,0.695,0.682,0.207,21
sj,2013,49,30.9,8.26,9.43,302.23,0.438,0.679,0.376,0.574,20
sj,2013,50,25.16,7.3,1.7,296.1,0.83,0.848,0.602,0.439,24
sj,2013,51,23.95,5.35,58.4,292.92,0.376,0.124,0.418,0.406,16
sj,2013,52,22.8,6.6,15.67,294.92,0.533,0.22,0.496,0.514,20
iq,2000,1,25.31,8.02,0.0,293.82,0.6,0.426,0.685,0.419,13
iq,2000,2,27.68,8.21,77.97,298.52,0.428,0.247,0.748,0.143,17
iq,2000,3,27.3,5.94,30.1,297.48,0.214,0.591,0.429,0.351,14
iq,2000,4,25.1,8.41,46.78,296.52,0.43,0.481,0.443,0.712,18
iq,2000,5,27.57,8.0,19.76,297.91,0.3,0.777,0.737,0.418,24
iq,2000,6,28.22,4.38,51.03,298.81,0.807,0.291,0.311,0.576,20
iq,2000,7,18.85,8.84,23.55,290.72,0.421,0.25,0.755,0.251,17
iq,2000,8,24.32,7.45,2.47,295.46,0.824,0.62,0.735,0.505,13
iq,2000,9,25.97,6.85,53.67,296.95,0.651,0.282,0.757,0.385,14
iq,2000,10,23.9,5.65,18.03,296.38,0.615,0.686,0.355,0.809,17
iq,2000,11,26.02,7.87,0.0,296.98,0.594,0.83,0.442,0.586,18
iq,2000,12,25.83,9.66,51.56,296.57,0.21,0.703,0.239,0.825,20
iq,2000,13,30.9,4.86,69.36,301.91,0.639,0.656,0.345,0.757,16
iq,2000,14,23.8,6.17,24.67,294.99,0.315,0.261,0.627,0.51,21
iq,2000,15,30.3,7.34,17.64,302.38,0.282,0.731,0.656,0.56,7
iq,2000,16,20.87,7.25,19.35,291.62,0.621,0.125,0.132,0.296,9
iq,2000,17,19.92,7.79,47.58,291.33,0.811,0.305,0.122,0.347,18
iq,2000,18,29.8,6.77,64.48,300.45,0.594,0.502,0.783,0.177,14
iq,2000,19,24.36,9.61,5.94,294.95,0.329,0.369,0.568,0.809,12
iq,2000,20,30.48,7.37,0.1,300.33,0.206,0.408,0.755,0.775,17
iq,2000,21,25.49,6.36,10.75,298.14,0.245,0.239,0.43,0.104,19
iq,2000,22,28.27,5.04,45.99,296.95,0.329,0.261,0.272,0.261,19
iq,2000,23,26.74,5.06,34.67,298.21,0.41,0.315,0.778,0.591,18
iq,2000,24,22.19,6.81,46.98,294.76,0.292,0.179,0.806,0.206,13
iq,2000,25,23.84,7.21,61.47,294.9,0.736,0.165,0.132,0.578,12
iq,2000,26,25.24,7.28,29.13,295.28,0.819,0.777,0.433,0.399,22
iq,2000,27,22.41,9.23,13.26,294.12,0.354,0.201,0.459,0.274,25
iq,2000,28,27.57,7.64,44.43,299.19,0.627,0.509,0.712,0.73,21
iq,2000,29,31.57,7.52,59.89,302.88,0.632,0.348,0.569,0.246,18
iq,2000,30,34.49,7.84,48.82,306.83,0.544,0.543,0.374,0.523,18
iq,2000,31,16.46,7.27,16.17,288.52,0.728,0.228,0.408,0.73,13
iq,2000,32,30.98,10.04,0.0,301.74,0.619,0.395,0.664,0.782,20
iq,2000,33,24.56,6.03,33.79,295.54,0.275,0.508,0.667,0.805,12
iq,2000,34,23.75,7.49,52.81,294.49,0.5,0.27,0.437,0.839,17
iq,2000,35,32.08,6.12,0.0,302.62,0.561,0.158,0.533,0.194,14
iq,2000,36,23.06,5.91,54.9,293.99,0.843,0.133,0.744,0.158,17
iq,2000,37,28.97,8.19,0.0,298.99,0.644,0.624,0.12,0.295,23
iq,2000,38,24.09,6.69,37.95,295.82,0.646,0.195,0.803,0.537,14
iq,2000,39,19.61,7.52,15.49,288.8,0.247,0.808,0.367,0.415,17
iq,2000,40,23.07,6.85,43.62,294.81,0.718,0.294,0.415,0.515,14
iq,2000,41,26.17,7.0,66.94,295.89,0.538,0.292,0.255,0.72,11
iq,2000,42,27.34,8.31,30.05,296.3,0.83,0.754,0.261,0.281,16
iq,2000,43,28.5,6.52,74.81,299.73,0.604,0.616,0.832,0.252,21
iq,2000,44,27.96,6.22,40.35,299.11,0.529,0.505,0.394,0.291,21
iq,2000,45,24.53,7.67,18.9,298.34,0.568,0.701,0.601,0.738,11
iq,2000,46,26.99,7.9,65.91,299.36,0.252,0.116,0.836,0.294,19
iq,2000,47,19.26,7.99,0.0,290.56,0.821,0.421,0.83,0.601,16
iq,2000,48,22.91,9.3,0.0,294.8,0.709,0.333,0.688,0.346,23
iq,2000,49,26.53,8.13,42.59,298.22,0.592,0.273,0.257,0.793,18
iq,2000,50,17.73,6.87,44.11,285.98,0.373,0.808,0.226,0.216,8
iq,2000,51,28.22,7.12,37.9,298.74,0.725,0.616,0.25,0.675,14
iq,2000,52,22.18,9.03,48.6,293.66,0.805,0.599,0.823,0.801,12
iq,2001,1,28.83,5.84,39.93,302.12,0.645,0.3,0.379,0.417,16
iq,2001,2,21.22,7.26,33.36,293.4,0.226,0.401,0.786,0.362,12
iq,2001,3,28.72,8.33,37.49,298.57,0.411,0.605,0.308,0.102,16
iq,2001,4,25.36,6.05,68.43,296.47,0.19,0.619,0.601,0.378,15
iq,2001,5,22.67,8.37,23.29,294.36,0.753,0.329,0.421,0.127,16
iq,2001,6,22.82,9.13,0.0,295.22,0.526,0.701,0.457,0.244,17
iq,2001,7,22.15,8.27,51.23,292.25,0.182,0.4,0.65,0.223,17
iq,2001,8,29.92,5.96,31.96,301.03,0.206,0.117,0.138,0.778,24
iq,2001,9,30.39,7.92,9.53,301.35,0.187,0.772,0.221,0.229,25
iq,2001,10,21.38,8.35,89.67,293.6,0.668,0.351,0.188,0.416,17
iq,2001,11,24.69,7.38,47.13,294.61,0.727,0.407,0.417,0.473,18
iq,2001,12,27.67,8.15,31.87,297.61,0.537,0.422,0.524,0.602,17
iq,2001,13,28.25,6.83,62.65,298.77,0.668,0.837,0.697,0.478,13
iq,2001,14,27.99,6.52,66.99,298.79,0.634,0.76,0.611,0.614,18
iq,2001,15,28.37,6.29,2.77,299.93,0.743,0.35,0.17,0.31,22
iq,2001,16,22.39,9.63,57.65,293.11,0.275,0.823,0.544,0.106,18
iq,2001,17,25.35,7.14,24.34,296.73,0.229,0.673,0.331,0.341,16
iq,2001,18,26.61,7.01,40.61,296.62,0.168,0.215,0.831,0.248,24
iq,2001,19,28.29,6.61,39.84,299.72,0.733,0.59,0.478,0.392,18
iq,2001,20,31.35,6.08,26.45,303.17,0.119,0.312,0.274,0.695,18
iq,2001,21,22.03,7.12,52.8,293.59,0.513,0.68,0.729,0.806,19
iq,2001,22,23.4,8.06,30.2,296.11,0.495,0.22,0.786,0.517,20
iq,2001,23,30.45,6.78,49.16,301.91,0.28,0.81,0.745,0.316,19
iq,2001,24,20.82,7.65,58.17,291.17,0.222,0.513,0.179,0.563,15
iq,2001,25,18.58,8.31,20.87,290.27,0.582,0.129,0.248,0.799,17
iq,2001,26,34.95,9.46,66.89,306.02,0.237,0.106,0.336,0.831,19
iq,2001,27,21.1,6.8,0.0,293.19,0.556,0.587,0.699,0.633,18
iq,2001,28,29.35,5.98,16.07,298.12,0.283,0.75,0.285,0.412,16
iq,2001,29,29.49,6.88,40.94,300.63,0.808,0.702,0.4,0.813,19
iq,2001,30,26.51,9.16,30.8,298.58,0.371,0.501,0.101,0.736,16
iq,2001,31,31.83,6.56,29.68,303.31,0.133,0.754,0.442,0.158,23
iq,2001,32,25.1,6.11,47.09,295.86,0.138,0.324,0.841,0.597,16
iq,2001,33,24.43,8.26,39.49,296.32,0.582,0.152,0.186,0.575,18
iq,2001,34,22.91,6.4,51.38,293.75,0.247,0.61,0.357,0.137,14
iq,2001,35,26.93,8.93,33.64,298.61,0.104,0.578,0.181,0.459,14
iq,2001,36,23.19,7.29,42.73,295.19,0.143,0.34,0.341,0.385,19
iq,2001,37,31.85,7.82,52.72,303.77,0.835,0.19,0.358,0.256,15
iq,2001,38,21.88,8.11,28.04,293.36,0.844,0.793,0.157,0.592,15
iq,2001,39,20.63,7.2,52.87,292.38,0.839,0.237,0.196,0.647,19
iq,2001,40,27.19,9.3,40.13,296.71,0.683,0.749,0.285,0.196,22
iq,2001,41,26.78,8.87,37.12,299.2,0.109,0.126,0.694,0.467,12
iq,2001,42,27.83,8.32,24.67,298.74,0.258,0.358,0.458,0.415,12
iq,2001,43,22.99,5.76,6.83,294.19,0.69,0.637,0.103,0.12,11
iq,2001,44,24.72,6.76,58.17,293.96,0.646,0.663,0.48,0.794,11
iq,2001,45,32.2,7.11,33.67,305.83,0.672,0.306,0.503,0.351,23
iq,2001,46,26.4,6.81,43.14,299.58,0.526,0.401,0.621,0.742,21
iq,2001,47,31.95,6.57,22.91,305.28,0.203,0.279,0.302,0.225,17
iq,2001,48,31.43,6.26,26.19,303.5,0.399,0.416,0.698,0.838,20
iq,2001,49,21.17,6.43,38.1,292.35,0.607,0.235,0.436,0.699,21
iq,2001,50,18.55,8.0,0.0,289.73,0.645,0.273,0.562,0.594,12
iq,2001,51,25.55,8.97,49.99,295.98,0.52,0.544,0.458,0.55,12
iq,2001,52,25.43,7.29,35.56,297.12,0.686,0.512,0.118,0.691,26
iq,2002,1,34.75,6.9,22.48,305.53,0.388,0.4,0.58,0.653,11
iq,2002,2,23.71,6.08,30.36,296.26,0.586,0.648,0.231,0.621,12
iq,2002,3,26.87,8.29,41.27,297.28,0.707,0.544,0.698,0.832,16
iq,2002,4,25.48,8.17,23.59,296.36,0.762,0.818,0.29,0.255,13
iq,2002,5,21.48,5.63,50.89,293.32,0.168,0.405,0.403,0.586,16
iq,2002,6,25.62,7.21,47.95,296.36,0.76,0.618,0.229,0.468,19
iq,2002,7,14.6,7.11,1.17,285.97,0.127,0.688,0.63,0.664,10
iq,2002,8,20.76,6.83,25.68,292.5,0.231,0.242,0.776,0.688,12
iq,2002,9,30.81,5.86,0.29,300.75,0.476,0.565,0.404,0.423,15
iq,2002,10,24.09,6.86,1.37,294.67,0.66,0.105,0.358,0.43,15
iq,2002,11,31.61,7.57,0.0,305.05,0.311,0.206,0.821,0.707,29
iq,2002,12,27.27,6.08,51.66,298.4,0.152,0.674,0.689,0.622,17
iq,2002,13,27.73,7.51,0.0,297.58,0.456,0.379,0.605,0.588,14
iq,2002,14,33.88,6.66,56.59,304.55,0.479,0.34,0.785,0.501,26
iq,2002,15,30.36,6.68,70.17,301.79,0.124,0.789,0.638,0.569,20
iq,2002,16,25.19,5.7,0.0,294.61,0.311,0.833,0.124,0.39,22
iq,2002,17,26.63,4.25,26.91,298.21,0.727,0.448,0.83,0.582,22
iq,2002,18,30.05,7.92,39.15,302.58,0.189,0.511,0.622,0.124,18
iq,2002,19,25.24,7.08,63.33,298.05,0.588,0.394,0.633,0.712,24
iq,2002,20,33.04,6.96,32.79,302.93,0.117,0.159,0.352,0.788,18
iq,2002,21,29.05,6.14,40.1,300.9,0.37,0.133,0.183,0.204,16
iq,2002,22,21.37,5.52,38.33,292.11,0.844,0.395,0.167,0.536,22
iq,2002,23,31.18,8.82,31.17,299.9,0.125,0.726,0.743,0.788,19
iq,2002,24,33.74,5.8,6.3,305.83,0.607,0.36,0.262,0.341,21
iq,2002,25,34.19,7.47,69.93,306.23,0.123,0.352,0.45,0.37,14
iq,2002,26,25.52,6.26,41.54,295.32,0.495,0.418,0.597,0.506,11
iq,2002,27,32.29,8.09,79.86,303.28,0.517,0.828,0.336,0.49,20
iq,2002,28,28.85,8.2,66.73,300.89,0.708,0.386,0.838,0.374,19
iq,2002,29,28.26,9.45,39.74,300.41,0.564,0.738,0.557,0.82,24
iq,2002,30,28.06,8.77,31.03,299.78,0.311,0.587,0.17,0.651,17
iq,2002,31,27.25,6.1,52.26,298.4,0.337,0.209,0.427,0.808,14
iq,2002,32,24.68,9.44,61.36,294.19,0.376,0.185,0.359,0.363,17
iq,2002,33,33.01,4.83,25.8,303.74,0.344,0.749,0.609,0.534,19
iq,2002,34,19.32,5.02,60.95,290.28,0.608,0.119,0.22,0.777,15
iq,2002,35,24.82,7.93,6.76,296.29,0.838,0.665,0.839,0.66,18
iq,2002,36,26.83,5.09,20.07,298.44,0.294,0.465,0.21,0.524,13
iq,2002,37,17.03,6.3,7.57,288.92,0.364,0.122,0.732,0.569,13
iq,2002,38,19.59,9.22,37.53,290.85,0.182,0.105,0.658,0.836,13
iq,2002,39,21.88,7.05,51.38,294.52,0.681,0.686,0.393,0.149,20
iq,2002,40,26.74,10.06,45.97,299.04,0.612,0.691,0.821,0.322,18
iq,2002,41,26.14,10.39,70.7,298.47,0.373,0.568,0.721,0.281,16
iq,2002,42,28.25,8.98,6.16,298.88,0.775,0.394,0.422,0.839,12
iq,2002,43,20.81,7.11,11.49,292.43,0.74,0.781,0.754,0.148,16
iq,2002,44,27.71,8.76,18.37,299.78,0.794,0.812,0.844,0.457,13
iq,2002,45,27.97,8.77,20.59,298.69,0.16,0.404,0.75,0.628,11
iq,2002,46,24.87,9.75,25.15,296.36,0.171,0.691,0.376,0.284,18
iq,2002,47,30.3,5.36,21.27,300.09,0.582,0.27,0.52,0.291,19
iq,2002,48,22.96,7.69,14.31,294.53,0.172,0.655,0.312,0.202,18
iq,2002,49,27.91,7.14,58.33,298.19,0.551,0.568,0.135,0.384,20
iq,2002,50,18.12,6.72,46.76,288.24,0.334,0.14,0.103,0.727,11
iq,2002,51,22.74,6.95,50.92,292.87,0.117,0.683,0.48,0.36,19
iq,2002,52,29.86,5.35,44.22,302.09,0.152,0.309,0.435,0.573,18
iq,2003,1,25.28,6.2,45.57,296.9,0.678,0.766,0.163,0.623,12
iq,2003,2,27.88,6.45,25.65,300.16,0.796,0.459,0.486,0.765,22
iq,2003,3,26.93,7.43,64.77,297.72,0.258,0.656,0.602,0.524,23
iq,2003,4,22.44,8.18,19.42,293.32,0.448,0.632,0.558,0.467,18
iq,2003,5,32.56,10.1,8.55,303.97,0.653,0.496,0.832,0.141,15
iq,2003,6,24.23,7.44,18.47,296.24,0.725,0.472,0.255,0.539,16
iq,2003,7,23.99,7.01,34.16,295.34,0.233,0.522,0.811,0.629,14
iq,2003,8,24.32,8.02,38.02,297.44,0.361,0.807,0.288,0.701,19
iq,2003,9,26.69,6.61,50.34,295.96,0.83,0.758,0.119,0.305,14
iq,2003,10,23.74,8.26,51.83,293.96,0.173,0.115,0.162,0.374,20
iq,2003,11,20.35,10.32,0.0,289.48,0.579,0.661,0.289,0.582,21
iq,2003,12,30.41,7.28,10.88,299.88,0.221,0.158,0.181,0.833,14
iq,2003,13,26.64,7.45,9.13,298.55,0.569,0.528,0.24,0.642,16
iq,2003,14,30.2,6.4,49.37,301.23,0.37,0.329,0.203,0.787,20
iq,2003,15,25.39,7.0,2.38,296.61,0.162,0.712,0.297,0.506,16
iq,2003,16,16.41,8.46,0.0,286.15,0.166,0.84,0.815,0.432,14
iq,2003,17,26.63,6.84,14.58,297.93,0.211,0.789,0.186,0.572,11
iq,2003,18,27.22,6.16,39.11,298.16,0.606,0.606,0.205,0.143,19
iq,2003,19,23.55,9.41,45.38,294.32,0.574,0.19,0.591,0.413,20
iq,2003,20,23.98,7.07,20.78,298.09,0.155,0.635,0.148,0.268,21
iq,2003,21,25.24,7.19,39.52,297.27,0.173,0.785,0.578,0.47,17
iq,2003,22,29.48,8.15,41.83,300.74,0.246,0.618,0.394,0.237,27
iq,2003,23,24.77,10.71,0.0,296.88,0.621,0.575,0.276,0.139,16
iq,2003,24,32.49,6.48,57.1,303.11,0.649,0.812,0.657,0.689,22
iq,2003,25,19.88,6.25,45.34,290.44,0.827,0.274,0.341,0.584,19
iq,2003,26,27.85,6.51,26.85,298.77,0.176,0.748,0.473,0.421,17
iq,2003,27,20.81,6.45,10.74,291.54,0.605,0.743,0.715,0.419,14
iq,2003,28,26.86,7.38,0.0,296.87,0.656,0.824,0.847,0.793,22
iq,2003,29,22.7,6.44,46.51,293.56,0.182,0.543,0.625,0.403,15
iq,2003,30,24.6,9.46,45.11,296.02,0.104,0.743,0.747,0.171,12
iq,2003,31,22.99,5.52,51.34,293.1,0.387,0.449,0.419,0.215,12
iq,2003,32,36.3,8.43,28.38,306.83,0.195,0.666,0.793,0.692,22
iq,2003,33,27.48,6.1,53.23,298.62,0.466,0.298,0.165,0.735,16
iq,2003,34,21.11,9.69,34.74,293.2,0.805,0.324,0.383,0.845,11
iq,2003,35,32.49,7.15,23.61,300.81,0.595,0.483,0.388,0.532,21
iq,2003,36,27.85,8.27,29.22,299.95,0.2,0.818,0.769,0.341,17
iq,2003,37,25.12,7.29,75.24,296.15,0.128,0.653,0.319,0.439,18
iq,2003,38,23.47,6.83,59.63,295.64,0.658,0.641,0.508,0.683,11
iq,2003,39,24.14,7.0,49.71,294.61,0.488,0.596,0.268,0.488,18
iq,2003,40,26.02,5.99,28.55,295.08,0.191,0.126,0.134,0.244,18
iq,2003,41,24.1,8.65,51.82,295.89,0.556,0.616,0.649,0.268,22
iq,2003,42,19.98,8.19,37.53,292.2,0.386,0.572,0.142,0.825,11
iq,2003,43,25.88,7.01,32.93,298.63,0.784,0.5,0.437,0.389,17
iq,2003,44,26.43,8.65,53.28,298.7,0.633,0.737,0.107,0.228,17
iq,2003,45,32.28,9.04,83.64,304.05,0.58,0.258,0.515,0.726,19
iq,2003,46,27.89,7.38,58.38,296.31,0.219,0.179,0.171,0.594,20
iq,2003,47,26.01,8.14,34.92,296.38,0.794,0.144,0.418,0.1,21
iq,2003,48,23.76,6.82,47.63,295.69,0.287,0.252,0.368,0.721,22
iq,2003,49,32.47,9.44,53.45,304.33,0.749,0.661,0.68,0.129,27
iq,2003,50,25.84,7.66,28.13,296.47,0.719,0.592,0.698,0.62,24
iq,2003,51,21.48,5.46,34.9,295.53,0.631,0.511,0.691,0.339,20
iq,2003,52,25.33,7.39,35.59,297.62,0.329,0.523,0.41,0.181,23
iq,2004,1,28.32,8.75,50.51,301.88,0.829,0.598,0.125,0.696,18
iq,2004,2,23.88,9.19,49.83,294.99,0.319,0.313,0.305,0.676,13
iq,2004,3,21.06,7.24,51.2,293.05,0.281,0.574,0.512,0.103,16
iq,2004,4,23.85,5.39,31.04,296.23,0.352,0.445,0.438,0.207,30
iq,2004,5,25.47,5.71,105.65,296.12,0.5,0.642,0.171,0.838,16
iq,2004,6,18.47,8.58,0.0,288.82,0.194,0.311,0.109,0.84,15
iq,2004,7,21.08,9.54,14.92,293.97,0.351,0.319,0.36,0.377,10
iq,2004,8,29.7,6.04,27.66,298.31,0.461,0.641,0.633,0.252,13
iq,2004,9,21.41,8.25,0.0,290.73,0.482,0.133,0.221,0.801,9
iq,2004,10,26.93,7.74,60.07,298.66,0.314,0.334,0.847,0.261,20
iq,2004,11,25.96,5.89,44.67,295.23,0.772,0.567,0.492,0.502,19
iq,2004,12,19.99,5.47,37.94,291.7,0.822,0.629,0.101,0.117,17
iq,2004,13,20.71,6.49,37.22,291.75,0.652,0.829,0.763,0.463,19
iq,2004,14,29.38,6.96,30.22,300.1,0.266,0.179,0.494,0.78,16
iq,2004,15,24.99,5.44,48.49,295.45,0.639,0.635,0.487,0.269,19
iq,2004,16,28.25,8.1,26.34,297.75,0.6,0.178,0.212,0.575,23
iq,2004,17,28.06,8.26,37.93,297.23,0.831,0.678,0.802,0.705,20
iq,2004,18,24.05,8.49,0.0,294.16,0.38,0.323,0.345,0.746,24
iq,2004,19,19.75,6.81,70.87,289.85,0.168,0.195,0.223,0.327,10
iq,2004,20,25.83,9.33,21.27,295.66,0.518,0.258,0.652,0.611,15
iq,2004,21,25.77,8.98,4.15,296.67,0.489,0.791,0.106,0.142,16
iq,2004,22,19.42,7.81,22.35,292.4,0.364,0.355,0.466,0.693,13
iq,2004,23,24.58,9.03,35.01,295.86,0.181,0.815,0.78,0.72,23
iq,2004,24,25.82,8.44,30.03,295.51,0.265,0.615,0.167,0.649,14
iq,2004,25,17.47,7.04,64.23,288.17,0.133,0.167,0.535,0.361,11
iq,2004,26,28.55,10.45,15.44,297.93,0.1,0.791,0.174,0.612,20
iq,2004,27,28.09,7.19,26.5,300.28,0.626,0.526,0.484,0.254,14
iq,2004,28,25.48,6.69,34.48,295.59,0.628,0.522,0.62,0.1,9
iq,2004,29,29.18,7.86,53.1,301.7,0.655,0.643,0.654,0.156,10
iq,2004,30,25.75,7.6,63.12,296.71,0.686,0.287,0.716,0.233,16
iq,2004,31,29.32,7.58,71.68,298.89,0.335,0.689,0.136,0.392,26
iq,2004,32,21.34,7.26,28.89,292.9,0.382,0.786,0.728,0.825,8
iq,2004,33,23.15,8.12,43.02,294.9,0.693,0.267,0.622,0.739,18
iq,2004,34,22.1,7.61,66.32,294.79,0.135,0.838,0.603,0.733,16
iq,2004,35,22.98,8.12,32.44,293.94,0.474,0.194,0.329,0.666,21
iq,2004,36,22.76,7.97,43.59,293.11,0.841,0.284,0.53,0.558,17
iq,2004,37,22.05,7.68,93.94,293.95,0.199,0.12,0.466,0.529,22
iq,2004,38,26.54,5.64,29.52,299.48,0.494,0.268,0.535,0.264,13
iq,2004,39,25.47,7.75,22.42,297.4,0.106,0.242,0.798,0.553,24
iq,2004,40,21.89,7.25,0.0,293.34,0.814,0.394,0.728,0.509,16
iq,2004,41,21.69,7.32,16.91,291.97,0.657,0.454,0.61,0.464,17
iq,2004,42,24.53,6.54,55.0,294.04,0.264,0.694,0.426,0.474,13
iq,2004,43,27.75,6.29,33.37,299.02,0.111,0.611,0.561,0.116,15
iq,2004,44,36.47,7.72,46.26,306.92,0.8,0.532,0.526,0.585,20
iq,2004,45,27.13,7.36,57.36,297.38,0.215,0.479,0.539,0.257,14
iq,2004,46,22.15,6.93,29.67,293.34,0.117,0.197,0.489,0.332,9
iq,2004,47,24.12,8.0,0.0,294.77,0.298,0.562,0.464,0.184,20
iq,2004,48,21.2,7.41,34.77,291.96,0.471,0.323,0.847,0.273,15
iq,2004,49,25.78,6.43,6.39,297.97,0.127,0.736,0.163,0.135,14
iq,2004,50,25.43,7.3,4.3,294.95,0.685,0.495,0.231,0.397,18
iq,2004,51,33.89,7.51,11.43,304.99,0.25,0.451,0.291,0.277,20
iq,2004,52,31.53,7.6,55.33,303.7,0.425,0.248,0.772,0.831,21
