iso3,country_code_a2,year,month,pm25
MMR,,2023,7,5.535
MMR,,2023,8,8.851
MMR,,2023,9,14.164
MMR,,2023,10,7.757
MMR,,2023,11,11.172
MMR,,2023,12,14.865
MEX,,2018,1,18.288
MEX,,2018,2,14.961
MEX,,2018,3,21.426
MEX,,2018,4,17.741
MEX,,2018,5,17.693
MEX,,2018,6,15.892
MEX,,2018,7,10.133
MEX,,2018,8,12.606
MEX,,2018,9,9.836
MEX,,2018,10,11.741
MEX,,2018,11,12.685
MEX,,2018,12,16.357
MEX,,2019,1,15.937
MEX,,2019,2,21.38
MEX,,2019,3,18.467
MEX,,2019,4,19.784
MEX,,2019,5,20.774
MEX,,2019,6,18.839
MEX,,2019,7,13.741
MEX,,2019,8,7.417
MEX,,2019,9,14.665
MEX,,2019,10,10.6
MEX,,2019,11,14.6
MEX,,2019,12,17.458
MEX,,2020,1,20.333
MEX,,2020,2,24.522
MEX,,2020,3,19.42
MEX,,2020,4,22.054
MEX,,2020,5,12.047
MEX,,2020,6,14.131
MEX,,2020,7,17.398
MEX,,2020,8,10.418
MEX,,2020,9,10.254
MEX,,2020,10,11.302
MEX,,2020,11,15.376
MEX,,2020,12,15.266
MEX,,2021,1,18.161
MEX,,2021,2,17.961
MEX,,2021,3,20.435
MEX,,2021,4,18.694
MEX,,2021,5,19.653
MEX,,2021,6,14.781
MEX,,2021,7,11.106
MEX,,2021,8,10.121
MEX,,2021,9,4.858
MEX,,2021,10,12.82
MEX,,2021,11,9.528
MEX,,2021,12,15.43
MEX,,2022,1,17.816
MEX,,2022,2,13.954
MEX,,2022,3,17.43
MEX,,2022,4,22.576
MEX,,2022,5,17.81
MEX,,2022,6,13.654
MEX,,2022,7,15.608
MEX,,2022,8,8.274
MEX,,2022,9,11.1
MEX,,2022,10,10.981
MEX,,2022,11,15.903
MEX,,2022,12,18.935
MEX,,2023,1,15.082
MEX,,2023,2,19.722
MEX,,2023,3,24.742
MEX,,2023,4,16.338
MEX,,2023,5,21.642
MEX,,2023,6,17.325
MEX,,2023,7,14.495
MEX,,2023,8,8.052
MEX,,2023,9,11.341
MEX,,2023,10,7.88
MEX,,2023,11,14.592
MEX,,2023,12,17.544
MYS,,2018,1,16.91
MYS,,2018,2,12.467
MYS,,2018,3,18.013
MYS,,2018,4,12.862
MYS,,2018,5,13.712
MYS,,2018,6,14.437
MYS,,2018,7,10.877
MYS,,2018,8,7.154
MYS,,2018,9,9.607
MYS,,2018,10,12.445
MYS,,2018,11,12.707
MYS,,2018,12,15.685
MYS,,2019,1,17.992
MYS,,2019,2,15.803
MYS,,2019,3,16.272
MYS,,2019,4,18.706
MYS,,2019,5,16.867
MYS,,2019,6,12.389
MYS,,2019,7,13.449
MYS,,2019,8,9.954
MYS,,2019,9,7.299
MYS,,2019,10,8.768
MYS,,2019,11,10.709
MYS,,2019,12,11.408
MYS,,2020,1,16.718
MYS,,2020,2,17.642
MYS,,2020,3,15.45
MYS,,2020,4,12.617
MYS,,2020,5,18.625
MYS,,2020,6,10.419
MYS,,2020,7,11.333
MYS,,2020,8,8.963
MYS,,2020,9,10.415
MYS,,2020,10,8.234
MYS,,2020,11,9.982
MYS,,2020,12,13.413
MYS,,2021,1,17.968
MYS,,2021,2,16.049
MYS,,2021,3,14.456
MYS,,2021,4,17.787
MYS,,2021,5,15.92
MYS,,2021,6,15.144
MYS,,2021,7,11.304
MYS,,2021,8,13.353
MYS,,2021,9,4.452
MYS,,2021,10,5.143
MYS,,2021,11,9.518
MYS,,2021,12,15.433
MYS,,2022,1,14.046
MYS,,2022,2,17.161
MYS,,2022,3,20.09
MYS,,2022,4,13.321
MYS,,2022,5,11.53
MYS,,2022,6,11.016
MYS,,2022,7,7.481
MYS,,2022,8,11.866
MYS,,2022,9,5.055
MYS,,2022,10,11.867
MYS,,2022,11,11.79
MYS,,2022,12,9.341
MYS,,2023,1,16.125
MYS,,2023,2,13.107
MYS,,2023,3,20.32
MYS,,2023,4,20.711
MYS,,2023,5,15.508
MYS,,2023,6,14.379
MYS,,2023,7,7.097
MYS,,2023,8,11.227
MYS,,2023,9,7.967
MYS,,2023,10,10.442
MYS,,2023,11,12.238
MYS,,2023,12,9.938
MOZ,,2018,1,14.296
MOZ,,2018,2,20.201
MOZ,,2018,3,21.27
MOZ,,2018,4,18.466
MOZ,,2018,5,18.143
MOZ,,2018,6,12.756
MOZ,,2018,7,11.27
MOZ,,2018,8,8.717
MOZ,,2018,9,11.107
MOZ,,2018,10,8.246
MOZ,,2018,11,7.569
MOZ,,2018,12,15.665
MOZ,,2019,1,15.358
MOZ,,2019,2,19.684
MOZ,,2019,3,18.943
MOZ,,2019,4,18.476
MOZ,,2019,5,18.914
MOZ,,2019,6,16.188
MOZ,,2019,7,11.648
MOZ,,2019,8,11.166
MOZ,,2019,9,6.506
MOZ,,2019,10,6.996
MOZ,,2019,11,15.289
MOZ,,2019,12,17.55
MOZ,,2020,1,15.263
MOZ,,2020,2,19.636
MOZ,,2020,3,14.3
MOZ,,2020,4,20.392
MOZ,,2020,5,14.283
MOZ,,2020,6,14.119
MOZ,,2020,7,12.722
MOZ,,2020,8,9.623
MOZ,,2020,9,7.933
MOZ,,2020,10,6.764
MOZ,,2020,11,14.037
MOZ,,2020,12,17.313
MOZ,,2021,1,15.051
MOZ,,2021,2,15.413
MOZ,,2021,3,15.161
MOZ,,2021,4,20.696
MOZ,,2021,5,13.814
MOZ,,2021,6,12.006
MOZ,,2021,7,9.451
MOZ,,2021,8,7.423
MOZ,,2021,9,12.089
MOZ,,2021,10,8.369
MOZ,,2021,11,9.11
MOZ,,2021,12,16.444
MOZ,,2022,1,15.356
MOZ,,2022,2,20.974
MOZ,,2022,3,16.947
MOZ,,2022,4,20.307
MOZ,,2022,5,14.908
MOZ,,2022,6,14.943
MOZ,,2022,7,10.624
MOZ,,2022,8,7.883
MOZ,,2022,9,15.553
MOZ,,2022,10,12.141
MOZ,,2022,11,14.526
MOZ,,2022,12,13.776
MOZ,,2023,1,18.068
MOZ,,2023,2,19.4
MOZ,,2023,3,19.056
MOZ,,2023,4,21.802
MOZ,,2023,5,16.628
MOZ,,2023,6,15.784
MOZ,,2023,7,16.746
MOZ,,2023,8,7.759
MOZ,,2023,9,7.521
MOZ,,2023,10,8.452
MOZ,,2023,11,10.427
MOZ,,2023,12,16.101
NER,,2018,1,16.918
NER,,2018,2,17.266
NER,,2018,3,18.406
NER,,2018,4,20.073
NER,,2018,5,14.768
NER,,2018,6,14.235
NER,,2018,7,7.752
NER,,2018,8,7.179
NER,,2018,9,8.382
NER,,2018,10,5.764
NER,,2018,11,11.783
NER,,2018,12,14.616
NER,,2019,1,16.297
NER,,2019,2,18.219
NER,,2019,3,20.615
NER,,2019,4,13.601
NER,,2019,5,14.663
NER,,2019,6,10.835
NER,,2019,7,12.938
NER,,2019,8,11.06
NER,,2019,9,6.883
NER,,2019,10,8.34
NER,,2019,11,14.133
NER,,2019,12,16.068
NER,,2020,1,14.891
NER,,2020,2,19.196
NER,,2020,3,23.477
NER,,2020,4,15.748
NER,,2020,5,15.224
NER,,2020,6,14.424
NER,,2020,7,12.827
NER,,2020,8,10.18
NER,,2020,9,11.698
NER,,2020,10,9.207
NER,,2020,11,11.79
NER,,2020,12,13.281
NER,,2021,1,15.457
NER,,2021,2,18.698
NER,,2021,3,22.42
NER,,2021,4,16.49
NER,,2021,5,18.54
NER,,2021,6,13.65
NER,,2021,7,13.098
NER,,2021,8,13.417
NER,,2021,9,9.891
NER,,2021,10,8.103
NER,,2021,11,9.904
NER,,2021,12,14.258
NER,,2022,1,20.59
NER,,2022,2,17.003
NER,,2022,3,17.08
NER,,2022,4,18.565
NER,,2022,5,13.109
NER,,2022,6,19.758
NER,,2022,7,9.509
NER,,2022,8,11.952
NER,,2022,9,6.281
NER,,2022,10,7.808
NER,,2022,11,12.082
NER,,2022,12,15.913
NER,,2023,1,20.392
NER,,2023,2,19.505
NER,,2023,3,20.773
NER,,2023,4,21.931
NER,,2023,5,16.955
NER,,2023,6,11.603
NER,,2023,7,10.124
NER,,2023,8,10.591
NER,,2023,9,3.471
NER,,2023,10,8.106
NER,,2023,11,13.508
NER,,2023,12,16.572
NGA,,2018,1,16.604
NGA,,2018,2,15.578
NGA,,2018,3,22.903
NGA,,2018,4,18.894
NGA,,2018,5,21.449
NGA,,2018,6,11.544
NGA,,2018,7,10.595
NGA,,2018,8,10.175
NGA,,2018,9,10.013
NGA,,2018,10,8.413
NGA,,2018,11,12.497
NGA,,2018,12,11.204
NGA,,2019,1,14.644
NGA,,2019,2,18.005
NGA,,2019,3,17.337
NGA,,2019,4,22.783
NGA,,2019,5,15.468
NGA,,2019,6,16.28
NGA,,2019,7,14.216
NGA,,2019,8,12.754
NGA,,2019,9,10.49
NGA,,2019,10,10.203
NGA,,2019,11,13.009
NGA,,2019,12,16.019
NGA,,2020,1,14.09
NGA,,2020,2,15.364
NGA,,2020,3,14.723
NGA,,2020,4,14.005
NGA,,2020,5,12.929
NGA,,2020,6,18.73
NGA,,2020,7,15.388
NGA,,2020,8,6.796
NGA,,2020,9,9.88
NGA,,2020,10,3.727
NGA,,2020,11,9.409
NGA,,2020,12,16.323
NGA,,2021,1,20.371
NGA,,2021,2,17.417
NGA,,2021,3,20.922
NGA,,2021,4,19.401
NGA,,2021,5,15.652
NGA,,2021,6,11.972
NGA,,2021,7,14.035
NGA,,2021,8,9.793
NGA,,2021,9,12.484
NGA,,2021,10,10.406
NGA,,2021,11,8.617
NGA,,2021,12,13.215
NGA,,2022,1,18.492
NGA,,2022,2,18.984
NGA,,2022,3,17.227
NGA,,2022,4,16.473
NGA,,2022,5,15.745
NGA,,2022,6,10.688
NGA,,2022,7,13.919
NGA,,2022,8,14.188
NGA,,2022,9,6.785
NGA,,2022,10,13.271
NGA,,2022,11,12.698
NGA,,2022,12,16.444
NGA,,2023,1,17.146
NGA,,2023,2,17.987
NGA,,2023,3,17.621
NGA,,2023,4,21.934
NGA,,2023,5,14.472
NGA,,2023,6,12.519
NGA,,2023,7,9.973
NGA,,2023,8,12.19
NGA,,2023,9,9.783
NGA,,2023,10,7.356
NGA,,2023,11,9.575
NGA,,2023,12,15.106
NPL,,2018,1,18.232
NPL,,2018,2,22.398
NPL,,2018,3,20.158
NPL,,2018,4,22.143
NPL,,2018,5,13.674
NPL,,2018,6,15.122
NPL,,2018,7,14.224
NPL,,2018,8,9.329
NPL,,2018,9,11.03
NPL,,2018,10,9.342
NPL,,2018,11,13.24
NPL,,2018,12,12.451
NPL,,2019,1,19.474
NPL,,2019,2,20.315
NPL,,2019,3,19.522
NPL,,2019,4,14.599
NPL,,2019,5,16.562
NPL,,2019,6,11.515
NPL,,2019,7,13.508
NPL,,2019,8,10.562
NPL,,2019,9,10.157
NPL,,2019,10,5.738
NPL,,2019,11,14.719
NPL,,2019,12,15.774
NPL,,2020,1,18.341
NPL,,2020,2,22.931
NPL,,2020,3,21.652
NPL,,2020,4,14.372
NPL,,2020,5,16.053
NPL,,2020,6,12.393
NPL,,2020,7,15.708
NPL,,2020,8,12.435
NPL,,2020,9,9.515
NPL,,2020,10,7.102
NPL,,2020,11,12.435
NPL,,2020,12,10.196
NPL,,2021,1,17.574
NPL,,2021,2,21.615
NPL,,2021,3,23.471
NPL,,2021,4,17.408
NPL,,2021,5,14.765
NPL,,2021,6,15.012
NPL,,2021,7,12.791
NPL,,2021,8,13.062
NPL,,2021,9,8.179
NPL,,2021,10,9.892
NPL,,2021,11,12.608
NPL,,2021,12,12.857
NPL,,2022,1,17.621
NPL,,2022,2,18.826
NPL,,2022,3,17.821
NPL,,2022,4,17.413
NPL,,2022,5,14.082
NPL,,2022,6,16.499
NPL,,2022,7,14.124
NPL,,2022,8,10.547
NPL,,2022,9,11.396
NPL,,2022,10,8.071
NPL,,2022,11,11.22
NPL,,2022,12,17.315
NPL,,2023,1,16.648
NPL,,2023,2,19.54
NPL,,2023,3,23.897
NPL,,2023,4,15.529
NPL,,2023,5,18.102
NPL,,2023,6,15.205
NPL,,2023,7,13.091
NPL,,2023,8,4.886
NPL,,2023,9,15.745
NPL,,2023,10,14.835
NPL,,2023,11,14.597
NPL,,2023,12,12.714
PER,,2018,1,12.665
PER,,2018,2,22.955
PER,,2018,3,20.61
PER,,2018,4,18.96
PER,,2018,5,16.789
PER,,2018,6,12.377
PER,,2018,7,7.779
PER,,2018,8,7.006
PER,,2018,9,8.34
PER,,2018,10,8.23
PER,,2018,11,12.97
PER,,2018,12,16.016
PER,,2019,1,17.896
PER,,2019,2,21.239
PER,,2019,3,22.472
PER,,2019,4,16.375
PER,,2019,5,14.589
PER,,2019,6,16.346
PER,,2019,7,11.166
PER,,2019,8,10.213
PER,,2019,9,11.813
PER,,2019,10,12.878
PER,,2019,11,16.965
PER,,2019,12,10.216
PER,,2020,1,11.755
PER,,2020,2,21.021
PER,,2020,3,20.265
PER,,2020,4,20.511
PER,,2020,5,12.859
PER,,2020,6,15.858
PER,,2020,7,12.771
PER,,2020,8,8.392
PER,,2020,9,7.994
PER,,2020,10,9.319
PER,,2020,11,11.444
PER,,2020,12,14.096
PER,,2021,1,19.031
PER,,2021,2,15.617
PER,,2021,3,16.749
PER,,2021,4,20.798
PER,,2021,5,11.157
PER,,2021,6,13.756
PER,,2021,7,15.772
PER,,2021,8,5.356
PER,,2021,9,6.29
PER,,2021,10,7.338
PER,,2021,11,8.31
PER,,2021,12,16.329
PER,,2022,1,15.973
PER,,2022,2,16.065
PER,,2022,3,20.299
PER,,2022,4,12.835
PER,,2022,5,14.136
PER,,2022,6,15.431
PER,,2022,7,14.974
PER,,2022,8,8.508
PER,,2022,9,8.317
PER,,2022,10,4.19
PER,,2022,11,10.95
PER,,2022,12,15.791
PER,,2023,1,19.416
PER,,2023,2,22.258
PER,,2023,3,15.901
PER,,2023,4,16.637
PER,,2023,5,20.756
PER,,2023,6,12.13
PER,,2023,7,13.346
PER,,2023,8,3.0
PER,,2023,9,8.542
PER,,2023,10,9.265
PER,,2023,11,9.293
PER,,2023,12,15.905
PHL,,2018,1,17.155
PHL,,2018,2,20.586
PHL,,2018,3,19.046
PHL,,2018,4,20.227
PHL,,2018,5,16.165
PHL,,2018,6,10.436
PHL,,2018,7,11.518
PHL,,2018,8,9.612
PHL,,2018,9,8.88
PHL,,2018,10,9.194
PHL,,2018,11,15.89
PHL,,2018,12,14.476
PHL,,2019,1,15.579
PHL,,2019,2,21.112
PHL,,2019,3,20.982
PHL,,2019,4,18.227
PHL,,2019,5,15.082
PHL,,2019,6,10.947
PHL,,2019,7,9.463
PHL,,2019,8,8.128
PHL,,2019,9,9.801
PHL,,2019,10,9.821
PHL,,2019,11,12.059
PHL,,2019,12,15.293
PHL,,2020,1,16.688
PHL,,2020,2,17.036
PHL,,2020,3,18.215
PHL,,2020,4,16.15
PHL,,2020,5,15.802
PHL,,2020,6,14.136
PHL,,2020,7,13.521
PHL,,2020,8,6.06
PHL,,2020,9,10.583
PHL,,2020,10,5.763
PHL,,2020,11,16.211
PHL,,2020,12,16.85
PHL,,2021,1,18.81
PHL,,2021,2,24.234
PHL,,2021,3,20.883
PHL,,2021,4,20.835
PHL,,2021,5,17.533
PHL,,2021,6,14.773
PHL,,2021,7,11.689
PHL,,2021,8,11.132
PHL,,2021,9,9.911
PHL,,2021,10,8.628
PHL,,2021,11,11.792
PHL,,2021,12,15.197
PHL,,2022,1,16.713
PHL,,2022,2,20.041
PHL,,2022,3,21.486
PHL,,2022,4,15.491
PHL,,2022,5,13.205
PHL,,2022,6,14.618
PHL,,2022,7,10.209
PHL,,2022,8,10.923
PHL,,2022,9,9.654
PHL,,2022,10,13.28
PHL,,2022,11,15.718
PHL,,2022,12,16.28
PHL,,2023,1,16.614
PHL,,2023,2,17.597
PHL,,2023,3,20.291
PHL,,2023,4,17.789
PHL,,2023,5,19.111
PHL,,2023,6,14.602
PHL,,2023,7,15.75
PHL,,2023,8,11.137
PHL,,2023,9,8.543
PHL,,2023,10,10.308
PHL,,2023,11,12.675
PHL,,2023,12,16.104
PAK,,2018,1,13.978
PAK,,2018,2,24.286
PAK,,2018,3,20.615
PAK,,2018,4,18.934
PAK,,2018,5,15.016
PAK,,2018,6,15.992
PAK,,2018,7,11.601
PAK,,2018,8,11.752
PAK,,2018,9,12.926
PAK,,2018,10,14.766
PAK,,2018,11,11.683
PAK,,2018,12,15.717
PAK,,2019,1,20.981
PAK,,2019,2,19.934
PAK,,2019,3,21.029
PAK,,2019,4,19.394
PAK,,2019,5,22.495
PAK,,2019,6,16.528
PAK,,2019,7,16.286
PAK,,2019,8,13.045
PAK,,2019,9,11.302
PAK,,2019,10,14.539
PAK,,2019,11,16.811
PAK,,2019,12,20.436
PAK,,2020,1,19.346
PAK,,2020,2,16.105
PAK,,2020,3,24.718
PAK,,2020,4,22.017
PAK,,2020,5,19.58
PAK,,2020,6,10.273
PAK,,2020,7,12.757
PAK,,2020,8,11.765
PAK,,2020,9,11.142
PAK,,2020,10,12.162
PAK,,2020,11,17.011
PAK,,2020,12,14.98
PAK,,2021,1,18.061
PAK,,2021,2,22.484
PAK,,2021,3,18.972
PAK,,2021,4,18.358
PAK,,2021,5,16.531
PAK,,2021,6,10.234
PAK,,2021,7,12.827
PAK,,2021,8,12.308
PAK,,2021,9,9.818
PAK,,2021,10,11.074
PAK,,2021,11,14.636
PAK,,2021,12,16.385
PAK,,2022,1,17.605
PAK,,2022,2,18.587
PAK,,2022,3,27.517
PAK,,2022,4,17.542
PAK,,2022,5,21.214
PAK,,2022,6,17.269
PAK,,2022,7,14.648
PAK,,2022,8,11.239
PAK,,2022,9,13.117
PAK,,2022,10,9.281
PAK,,2022,11,14.063
PAK,,2022,12,13.353
PAK,,2023,1,18.78
PAK,,2023,2,22.831
PAK,,2023,3,28.388
PAK,,2023,4,25.728
PAK,,2023,5,17.28
PAK,,2023,6,17.302
PAK,,2023,7,17.257
PAK,,2023,8,14.013
PAK,,2023,9,12.35
PAK,,2023,10,17.36
PAK,,2023,11,11.351
PAK,,2023,12,19.849
RUS,,2018,1,23.071
RUS,,2018,2,23.899
RUS,,2018,3,28.303
RUS,,2018,4,23.906
RUS,,2018,5,19.83
RUS,,2018,6,21.124
RUS,,2018,7,10.023
RUS,,2018,8,19.517
RUS,,2018,9,15.676
RUS,,2018,10,12.247
RUS,,2018,11,17.581
RUS,,2018,12,19.512
RUS,,2019,1,18.446
RUS,,2019,2,25.016
RUS,,2019,3,23.546
RUS,,2019,4,24.839
RUS,,2019,5,22.045
RUS,,2019,6,19.491
RUS,,2019,7,16.094
RUS,,2019,8,17.786
RUS,,2019,9,14.772
RUS,,2019,10,15.19
RUS,,2019,11,23.125
RUS,,2019,12,21.758
RUS,,2020,1,20.604
RUS,,2020,2,23.893
RUS,,2020,3,23.812
RUS,,2020,4,25.138
RUS,,2020,5,22.682
RUS,,2020,6,14.298
RUS,,2020,7,14.18
RUS,,2020,8,11.521
RUS,,2020,9,10.637
RUS,,2020,10,15.543
RUS,,2020,11,15.1
RUS,,2020,12,17.764
RUS,,2021,1,19.915
RUS,,2021,2,21.152
RUS,,2021,3,22.899
RUS,,2021,4,18.122
RUS,,2021,5,23.209
RUS,,2021,6,18.281
RUS,,2021,7,16.439
RUS,,2021,8,13.486
RUS,,2021,9,13.099
RUS,,2021,10,8.769
RUS,,2021,11,18.226
RUS,,2021,12,11.207
RUS,,2022,1,19.55
RUS,,2022,2,24.082
RUS,,2022,3,19.283
RUS,,2022,4,21.507
RUS,,2022,5,18.521
RUS,,2022,6,15.032
RUS,,2022,7,14.76
RUS,,2022,8,13.351
RUS,,2022,9,14.626
RUS,,2022,10,13.346
RUS,,2022,11,21.229
RUS,,2022,12,14.305
RUS,,2023,1,18.68
RUS,,2023,2,22.34
RUS,,2023,3,22.078
RUS,,2023,4,19.945
RUS,,2023,5,25.256
RUS,,2023,6,18.3
RUS,,2023,7,16.589
RUS,,2023,8,14.283
RUS,,2023,9,15.762
RUS,,2023,10,12.885
RUS,,2023,11,14.914
RUS,,2023,12,19.824
SAU,,2018,1,12.396
SAU,,2018,2,21.064
SAU,,2018,3,20.524
SAU,,2018,4,18.57
SAU,,2018,5,19.945
SAU,,2018,6,12.71
SAU,,2018,7,14.257
SAU,,2018,8,10.907
SAU,,2018,9,10.257
SAU,,2018,10,8.411
SAU,,2018,11,13.327
SAU,,2018,12,14.588
SAU,,2019,1,16.133
SAU,,2019,2,16.43
SAU,,2019,3,18.266
SAU,,2019,4,16.367
SAU,,2019,5,20.53
SAU,,2019,6,20.381
SAU,,2019,7,16.559
SAU,,2019,8,7.189
SAU,,2019,9,7.929
SAU,,2019,10,6.848
SAU,,2019,11,11.791
SAU,,2019,12,14.671
SAU,,2020,1,16.396
SAU,,2020,2,15.548
SAU,,2020,3,19.83
SAU,,2020,4,19.135
SAU,,2020,5,17.426
SAU,,2020,6,14.856
SAU,,2020,7,11.378
SAU,,2020,8,9.629
SAU,,2020,9,8.321
SAU,,2020,10,10.739
SAU,,2020,11,14.289
SAU,,2020,12,15.56
SAU,,2021,1,16.915
SAU,,2021,2,21.635
SAU,,2021,3,16.519
SAU,,2021,4,19.719
SAU,,2021,5,16.937
SAU,,2021,6,14.545
SAU,,2021,7,11.995
SAU,,2021,8,6.535
SAU,,2021,9,10.511
SAU,,2021,10,13.27
SAU,,2021,11,12.494
SAU,,2021,12,14.379
SAU,,2022,1,16.487
SAU,,2022,2,19.752
SAU,,2022,3,14.711
SAU,,2022,4,19.811
SAU,,2022,5,18.734
SAU,,2022,6,11.21
SAU,,2022,7,14.483
SAU,,2022,8,8.573
SAU,,2022,9,9.776
SAU,,2022,10,9.616
SAU,,2022,11,14.349
SAU,,2022,12,14.433
SAU,,2023,1,15.742
SAU,,2023,2,17.002
SAU,,2023,3,18.913
SAU,,2023,4,20.768
SAU,,2023,5,15.418
SAU,,2023,6,14.708
SAU,,2023,7,15.442
SAU,,2023,8,9.834
SAU,,2023,9,8.818
SAU,,2023,10,11.055
SAU,,2023,11,13.374
SAU,,2023,12,15.409
SSD,,2018,1,16.227
SSD,,2018,2,16.845
SSD,,2018,3,16.131
SSD,,2018,4,18.792
SSD,,2018,5,13.34
SSD,,2018,6,11.22
SSD,,2018,7,11.136
SSD,,2018,8,8.767
SSD,,2018,9,5.014
SSD,,2018,10,9.952
SSD,,2018,11,9.898
SSD,,2018,12,16.646
SSD,,2019,1,16.967
SSD,,2019,2,16.15
SSD,,2019,3,20.468
SSD,,2019,4,15.506
SSD,,2019,5,18.127
SSD,,2019,6,10.502
SSD,,2019,7,15.56
SSD,,2019,8,7.884
SSD,,2019,9,5.921
SSD,,2019,10,8.166
SSD,,2019,11,12.112
SSD,,2019,12,13.609
SSD,,2020,1,13.079
SSD,,2020,2,15.456
SSD,,2020,3,17.5
SSD,,2020,4,15.621
SSD,,2020,5,15.315
SSD,,2020,6,10.141
SSD,,2020,7,5.719
SSD,,2020,8,9.426
SSD,,2020,9,7.438
SSD,,2020,10,13.495
SSD,,2020,11,12.163
SSD,,2020,12,13.019
SSD,,2021,1,11.973
SSD,,2021,2,18.025
SSD,,2021,3,12.743
SSD,,2021,4,18.642
SSD,,2021,5,17.824
SSD,,2021,6,11.523
SSD,,2021,7,10.859
SSD,,2021,8,9.687
SSD,,2021,9,11.183
SSD,,2021,10,9.963
SSD,,2021,11,12.106
SSD,,2021,12,12.158
SSD,,2022,1,17.218
SSD,,2022,2,15.498
SSD,,2022,3,14.665
SSD,,2022,4,18.769
SSD,,2022,5,16.27
SSD,,2022,6,11.893
SSD,,2022,7,14.593
SSD,,2022,8,8.245
SSD,,2022,9,9.571
SSD,,2022,10,12.731
SSD,,2022,11,11.752
SSD,,2022,12,14.069
SSD,,2023,1,16.94
SSD,,2023,2,18.756
SSD,,2023,3,17.734
SSD,,2023,4,13.671
SSD,,2023,5,13.703
SSD,,2023,6,10.734
SSD,,2023,7,11.178
SSD,,2023,8,7.021
SSD,,2023,9,12.824
SSD,,2023,10,6.469
SSD,,2023,11,7.096
SSD,,2023,12,13.217
TCD,,2018,1,15.145
TCD,,2018,2,24.92
TCD,,2018,3,18.451
TCD,,2018,4,19.743
TCD,,2018,5,15.803
TCD,,2018,6,16.514
TCD,,2018,7,12.991
TCD,,2018,8,10.201
TCD,,2018,9,7.138
TCD,,2018,10,14.639
TCD,,2018,11,12.174
TCD,,2018,12,12.09
TCD,,2019,1,17.675
TCD,,2019,2,16.075
TCD,,2019,3,20.762
TCD,,2019,4,16.442
TCD,,2019,5,16.648
TCD,,2019,6,12.853
TCD,,2019,7,10.339
TCD,,2019,8,8.48
TCD,,2019,9,7.883
TCD,,2019,10,9.576
TCD,,2019,11,8.915
TCD,,2019,12,13.373
TCD,,2020,1,13.736
TCD,,2020,2,20.971
TCD,,2020,3,14.077
TCD,,2020,4,19.328
TCD,,2020,5,13.256
TCD,,2020,6,13.716
TCD,,2020,7,14.935
TCD,,2020,8,10.432
TCD,,2020,9,9.748
TCD,,2020,10,8.728
TCD,,2020,11,13.217
TCD,,2020,12,13.036
TCD,,2021,1,16.662
TCD,,2021,2,21.188
TCD,,2021,3,20.033
TCD,,2021,4,16.946
TCD,,2021,5,16.135
TCD,,2021,6,18.401
TCD,,2021,7,12.927
TCD,,2021,8,10.854
TCD,,2021,9,8.425
TCD,,2021,10,9.256
TCD,,2021,11,8.399
TCD,,2021,12,14.496
TCD,,2022,1,12.193
TCD,,2022,2,15.789
TCD,,2022,3,19.461
TCD,,2022,4,21.694
TCD,,2022,5,14.07
TCD,,2022,6,16.836
TCD,,2022,7,8.932
TCD,,2022,8,10.109
TCD,,2022,9,12.926
TCD,,2022,10,13.775
TCD,,2022,11,9.796
TCD,,2022,12,8.735
TCD,,2023,1,16.242
TCD,,2023,2,16.102
TCD,,2023,3,17.471
TCD,,2023,4,22.008
TCD,,2023,5,18.009
TCD,,2023,6,13.864
TCD,,2023,7,11.954
TCD,,2023,8,11.841
TCD,,2023,9,9.321
TCD,,2023,10,11.16
TCD,,2023,11,10.704
TCD,,2023,12,15.958
THA,,2018,1,18.279
THA,,2018,2,14.338
THA,,2018,3,18.548
THA,,2018,4,26.15
THA,,2018,5,18.795
THA,,2018,6,14.401
THA,,2018,7,15.127
THA,,2018,8,9.875
THA,,2018,9,11.174
THA,,2018,10,9.188
THA,,2018,11,8.372
THA,,2018,12,13.088
THA,,2019,1,20.684
THA,,2019,2,13.302
THA,,2019,3,15.836
THA,,2019,4,19.496
THA,,2019,5,16.051
THA,,2019,6,13.687
THA,,2019,7,15.353
THA,,2019,8,8.22
THA,,2019,9,4.476
THA,,2019,10,12.026
THA,,2019,11,9.832
THA,,2019,12,11.195
THA,,2020,1,16.192
THA,,2020,2,13.929
THA,,2020,3,15.469
THA,,2020,4,22.444
THA,,2020,5,16.037
THA,,2020,6,12.647
THA,,2020,7,11.394
THA,,2020,8,9.026
THA,,2020,9,10.201
THA,,2020,10,10.755
THA,,2020,11,16.955
THA,,2020,12,17.001
THA,,2021,1,12.277
THA,,2021,2,18.227
THA,,2021,3,20.153
THA,,2021,4,17.476
THA,,2021,5,15.435
THA,,2021,6,13.024
THA,,2021,7,16.657
THA,,2021,8,11.037
THA,,2021,9,6.128
THA,,2021,10,13.436
THA,,2021,11,12.696
THA,,2021,12,9.127
THA,,2022,1,17.957
THA,,2022,2,18.575
THA,,2022,3,18.497
THA,,2022,4,21.465
THA,,2022,5,18.57
THA,,2022,6,12.88
THA,,2022,7,12.851
THA,,2022,8,12.941
THA,,2022,9,14.461
THA,,2022,10,11.633
THA,,2022,11,15.592
THA,,2022,12,17.506
THA,,2023,1,15.149
THA,,2023,2,18.98
THA,,2023,3,22.587
THA,,2023,4,21.384
THA,,2023,5,16.944
THA,,2023,6,11.066
